STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PERIOD,Period,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2000,,91.079,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2001,,90.091,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2002,,97.607,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2003,,59.508,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2004,,71.279,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2005,,82.207,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2006,,78.419,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2007,,80.975,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2008,,79.151,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2009,,82.599,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2010,,103.6162,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2011,,63.2887,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2012,,82.74171,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2013,,98.05,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2014,,80.416,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2015,,66.809,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2016,,86.573,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2017,,79.544,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2018,,62.774,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2019,,81.977,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2020,,80.337,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2021,,75.389,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,SVK,Slovak Republic,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2022,,60.853,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1989,,91,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1990,,90.5,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1991,,140.8,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1992,,152.8,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1993,,83.6,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1994,,101.7,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1995,,109,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1996,,93,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1997,,90.6,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1998,,125,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1999,,98.9,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2000,,121,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2001,,90.5,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2002,,81.7,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2003,,88.2,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2004,,142.2,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2005,,120.8,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2006,,106.926,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2007,,99,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2008,,153.382,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2009,,92.012,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2010,,106.952,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2011,,127.036,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2012,,159.329,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2013,,110.632,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2014,,101.283,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2015,,149.916,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2016,,127.558,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2017,,128.739,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2018,,95.12,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2019,,114.785,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2020,,151.757,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2021,,113.975,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,FIN,Finland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2022,,114.06,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2012,,87.209999084473,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2013,,97.557998657227,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2014,,82.372001647949,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2015,,71.194000244141,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2016,,81.450996398926,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2017,,74.827003479004,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2018,,71.338996887207,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2019,,80.582000732422,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2020,,79.936996459961,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,AUT,Austria,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2021,,77.750999450684,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1990,,55.484191894531,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1995,,52.980281829834,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2000,,58.93835,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2001,,35.52042,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2002,,68.01698,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2003,,35.85518,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2004,,46.93208,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2005,,45.63142,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2006,,57.34393,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2007,,44.48563,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2008,,65.68079,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2009,,70.55577,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2010,,42.94964,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2011,,56.08041,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2012,,56.99359,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2013,,49.49955,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2014,,63.93535,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2015,,71.69904,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2016,,47.90837,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2017,,52.86293,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2018,,55.70104,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2019,,61.24208,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2020,,71.11089,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,IRL,Ireland,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,2021,,51.44118,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,ESP,Spain,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1980,,94.975,,A,Normal value,9,Billions,3,Three
DATAFLOW,OECD.ENV.EPI:DSD_WATER_RESOURCES@DF_WATER_RESOURCES(1.0),Freshwater - resources,I,ESP,Spain,A,Annual,RENEW_RESOU,Total renewable freshwater,M3,Cubic metres,YEARLY,Yearly,1985,,124.583,,A,Normal value,9,Billions,3,Three
